accession_num,artist,title_date,medium,medium category,dimensions,type,exam_date,overall_condition,remarks,priority,overall_analysis,rec_treat,treatment type
35-46/3,Adolf Arthur Dehn,"Boats and Dunes, Martha's Vineyard, 1934",Lithograph,Ink print,Overall: 9 1/2 x 13 1/2 in. (24.13 x 34.29 cm),Examination,9/21/1987,(not entered),"Condition:  Frame:   Mat/Mount: 2 ply rag tissue  Object: sl gen discoloration mod light burn T corners: ps staining, solvent staining (severe) sl soiling  Recommended Treatment: reduce adhesive stains wash  Care and Maintenance:   Curatorial Priority:",2-Treatment recommended,,reduce stain wash,wash
35-46/4,William Heaslip,"Propeller, n.d.",Etching,Ink print,Overall: 7 15/16 x 10 7/8 in. (20.1422 x 27.6098 cm),Examination,9/21/1987,(not entered),Condition:  Frame:   Mat/Mount: 2 ply rag tissue  Object: sl gen discoloration mod-severe light burn mod soiling / accretions darkened old glassine hinges  Recommended Treatment: clean wash  Care and Maintenance:   Curatorial Priority:,4-Periodic monitoring needed,,wash,wash
35-46/5,Henry Ziegler,"Dawn on the Range, n.d.",Etching,Ink print,Overall: 6 15/16 x 8 7/8 in. (17.6022 x 22.5298 cm),Examination,9/28/1987,(not entered),Condition:  Frame:   Mat/Mount: 4 ply rag good glassine  Object: mod gen discoloration mod light burn stains T corners from adhesive  Recommended Treatment: remove adhesives clean wash  Care and Maintenance:   Curatorial Priority:,3-Treatment as necessary,,reduce adhesive wash,wash
35-46/6,Wheeler R. Locke,"Old House, Savannah, 1934",Etching,Ink print,9 5/16 x 6 7/8 inches (23.65 x 17.45 cm),Examination,9/22/1987,(not entered),"Condition:  Frame:   Mat/Mount: 4 ply rag good glassine  Object: sl-mod gen discoloration mod light burn T corners: several dark adhesive residues, including PS  Recommended Treatment: remove adhesives wash  Care and Maintenance:   Curatorial Priority:",2-Treatment recommended,,reduce adhesive wash,wash
35-46/7,Luigi Lucioni,"Stowe Hollow, 1933",Etching,Ink print,Overall: 5 7/8 x 11 7/8 in. (14.9098 x 30.1498 cm),Examination,9/22/1987,(not entered),Condition:  Frame:   Mat/Mount: 2 ply rag good tissue  Object: sl-mod gen discoloration two light burns adhesive residues and staining at T corners mod soil and accretions  Recommended Treatment: reduce adhesive and staining clean wash  Care and Maintenance:   Curatorial Priority:,2-Treatment recommended,,reduce stain wash,wash
35-46/8,Albert William Heckman,"Wind and Rain, n.d.",Lithograph,Ink print,Overall: 8 7/8 x 14 1/2 in. (22.5298 x 36.83 cm),Examination,9/21/1987,(not entered),Condition:  Frame:   Mat/Mount: 4 ply rag  good glassine  Object: sl-mod gen discoloration mod light burn severe mat burn sl soil very dark ws adhesive T corners  Recommended Treatment: remove adhesive clean wash  Care and Maintenance:   Curatorial Priority:,3-Treatment as necessary,,reduce adhesive wash,wash
35-46/9,Irwin D. Hoffman,"Rodeo, 1933",Etching,Ink print,"6 × 11 1/4 inches (15.24 × 28.58 cm)
Framed: 15 × 20 inches (38.1 × 50.8 cm)",Examination,9/21/1987,(not entered),"Condition:  Frame:   Mat/Mount: 4 ply rag good glassine  Object: sl gen discoloration severe light burn mod mat burn adhesive residues in T corners, include PS sl soiling  Recommended Treatment: remove adhesive residues clean wash  Care and Maintenance:   Curatorial Priority:",2-Treatment recommended,,reduce adhesive wash,wash
35-46/9,Irwin D. Hoffman,"Rodeo, 1933",Etching,Ink print,"6 × 11 1/4 inches (15.24 × 28.58 cm)
Framed: 15 × 20 inches (38.1 × 50.8 cm)",Examination,6/12/2019,Good,,,,none,none
35-46/10,Churchill Ettinger,"Three Whifflers, 20th century",Etching,Ink print,"Plate: 11 7/8 x 8 7/8 in. (30.1498 x 22.5298 cm)
Sheet: 14 5/8 x 13 in. (37.1602 x 33.02 cm)",Examination,9/21/1987,(not entered),Condition:  Frame:   Mat/Mount: 4 ply rag good glassine  Object: sl-mod gen discoloration severe light burn sl soiling heavy adhesive residue at T - cement or shellac?  Recommended Treatment: remove adhesive wash  Care and Maintenance:   Curatorial Priority:,1-Treatment needed urgently,,reduce adhesive wash,wash
35-46/10,Churchill Ettinger,"Three Whifflers, 20th century",Etching,Ink print,"Plate: 11 7/8 x 8 7/8 in. (30.1498 x 22.5298 cm)
Sheet: 14 5/8 x 13 in. (37.1602 x 33.02 cm)",Examination,3/20/1989,Current Condition,,,,none,none
35-46/11,Thomas Hart Benton,"Ploughing, 1934",Lithograph,Ink print,Overall: 8 x 13 3/8 in. (20.32 x 33.9598 cm),Examination,9/18/1987,(not entered),Condition:  Frame:   Mat/Mount: 2 ply acidic tissue  Object: sl-mod discoloration mod mat burn mod-severe light burn PS adhesive residue at T  Recommended Treatment: remove adhesive clean wash  Care and Maintenance:   Curatorial Priority:,1-Treatment needed urgently,,reduce adhesive wash,wash
35-46/12,Jerome Myers,"Cronies, n.d.",Etching,Ink print,Overall: 5 1/8 x 7 1/16 in. (13.0302 x 17.9324 cm),Examination,9/25/1987,(not entered),Condition:  Frame:   Mat/Mount: 4 ply rag good glassine  Object: sl-mod gen discoloration mod light burn sl soiling numerous accretions T corners skinned  Recommended Treatment: clean wash  Care and Maintenance:   Curatorial Priority:,4-Periodic monitoring needed,,wash,wash
35-176,,"Illustration from Kalpa Sutra, 15th century",Watercolor and opaque watercolor,"Drawing, water sensitive",Sheet: 4 5/16 x 10 1/2 inches (10.95 x 26.67 cm),Examination,8/1/1985,(not entered),"Condition:  Frame: none  Mat/Mount: rematted fro nama exhibit, 8-85  Object: the ms.s are in extremely poor condition extremely fragile numerous old tears and breaks, some badly mended extremely acidic  Recommended Treatment: to be developed  Care and Maintenance:   Curatorial Priority:",1-Treatment needed urgently,,to be developed,TBD
35-177,,"Page the Kalpasutra of Bhadrabahu, a canonical text of the Shvetambara sect of Jainism, Delhi Sultanate Period (1173-1526)",Manuscript with colors,Print with water sensitive media,Sheet: 4 5/16 x 10 1/2 in. (10.9538 x 26.67 cm),Examination,8/1/1985,(not entered),"Condition:  Frame: none  Mat/Mount: rematted fro nama exhibit, 8-85  Object: the ms.s are in extremely poor condition extremely fragile numerous old tears and breaks, some badly mended extremely acidic  Recommended Treatment: to be developed  Care and Maintenance:   Curatorial Priority:",1-Treatment needed urgently,,to be developed,TBD
35-263/1,Wang Gai,"The Mustard Seed Garden Painting Manual, Part 3, Vol. 1: Insects and Flowers 芥子園畫譜, 1679-1701",Woodcut,Ink print,Overall: 11 1/4 x 6 1/2 in. (28.575 x 16.51 cm),Examination,3/28/1988,(not entered),"Condition:  Frame: box is ""recent."" structurally sound  Mat/Mount: new indings - glued, now sewn. inner support sheets spot-adhered together, not folded, and pages spot-glued to supports.   Object: sl-mod to mod discoloration. mod to severe water staining at binding variable foxing, some mod, most very slight mends / inserts relatively crude *binding is terible - pages stick by staic, pulling each other when turn page, VERY DANGEROUS  Recommended Treatment: *should be dismantled and re-bound current structure is extremely hazardous washing prior to re-gbinding would be advisable  Care and Maintenance:   Curatorial Priority",,,re-bind,re-bind
35-263/2,Wang Gai,"The Mustard Seed Garden Painting Manual, Part 3, Vol. 2: Birds and Flowers, 1679-1701",Woodcut,Ink print,Overall: 11 1/4 x 6 1/2 in. (28.575 x 16.51 cm),Examination,3/28/1988,(not entered),"Condition:  Frame: box is ""recent."" structurally sound  Mat/Mount: new indings - glued, now sewn. inner support sheets spot-adhered together, not folded, and pages spot-glued to supports.   Object: sl-mod to mod discoloration. mod to severe water staining at binding variable foxing, some mod, most very slight mends / inserts relatively crude *binding is terible - pages stick by staic, pulling each other when turn page, VERY DANGEROUS  Recommended Treatment: *should be dismantled and re-bound current structure is extremely hazardous washing prior to re-gbinding would be advisable  Care and Maintenance:   Curatorial Priority",,,re-bind,re-bind
35-263/3,Wang Gai,"The Mustard Seed Garden Painting Manual 芥子園畫譜, Part 3, Vol. 3: Botanies and Insects, 1679-1701",Woodcut,Ink print,Overall: 11 1/4 x 6 1/2 in. (28.575 x 16.51 cm),Examination,3/28/1988,(not entered),"Condition:  Frame: box is ""recent."" structurally sound  Mat/Mount: new indings - glued, now sewn. inner support sheets spot-adhered together, not folded, and pages spot-glued to supports.   Object: sl-mod to mod discoloration. mod to severe water staining at binding variable foxing, some mod, most very slight mends / inserts relatively crude *binding is terible - pages stick by staic, pulling each other when turn page, VERY DANGEROUS  Recommended Treatment: *should be dismantled and re-bound current structure is extremely hazardous washing prior to re-gbinding would be advisable  Care and Maintenance:   Curatorial Priority",,,re-bind,re-bind
35-327/1,Wilson Silsby,"Summer Camp, n.d.",Drypoint,Ink print,"Plate: 6 1/4 x 10 in. (15.875 x 25.4 cm)
Sheet: 8 x 12 1/2 in. (20.32 x 31.75 cm)",Examination,9/17/1987,(not entered),"Condition:  Frame:   Mat/Mount: 4 ply rag good glassine  Object: gen discoloration sl gen soiling mod severe staining 4 corners, ols PS adhesive ULcorner lost  Recommended Treatment: immerse in solvent (?) to reduce staining  Care and Maintenance:   Curatorial Priority:",2-Treatment recommended,,solvent wash,solvent wash
35-327/1,Wilson Silsby,"Summer Camp, n.d.",Drypoint,Ink print,"Plate: 6 1/4 x 10 in. (15.875 x 25.4 cm)
Sheet: 8 x 12 1/2 in. (20.32 x 31.75 cm)",Examination,11/21/1989,Current Condition,,,,none,none
35-327/2,Wilson Silsby,"Old Houses on the Way to Versailles, France, n.d.",Drypoint,Ink print,Overall: 6 3/8 x 4 15/16 in. (16.1798 x 12.5222 cm),Examination,9/17/1987,(not entered),"Condition:  Frame:   Mat/Mount: 4 ply rag good glassine  Object: adhesive stains T edge minor, few accretions, generally excellent  Recommended Treatment: none  Care and Maintenance:   Curatorial Priority:",,,none,none
35-334/1,William Fowler Hopson,"Bookplate, n.d.",Engraving,Ink print,4 1/4 x 2 9/16 inches (10.8 x 6.51 cm),Examination,11/9/1987,(not entered),"Condition:  Frame:   Mat/Mount:   Object: sl-mod discoloration sl soiling dog earring, sm tears, etc  Recommended Treatment: create better storage  Care and Maintenance:   Curatorial Priority:",5-No treatment needed,,re-mat,enclosure upgrade
35-334/2,William Fowler Hopson,"Bookplate, n.d.",Engraving,Ink print,Overall: 4 x 2 5/8 in. (10.16 x 6.6675 cm),Examination,11/9/1987,(not entered),"Condition:  Frame:   Mat/Mount:   Object: sl-mod discoloration sl soiling dog earring, sm tears, etc  Recommended Treatment: create better storage  Care and Maintenance:   Curatorial Priority:",5-No treatment needed,,re-mat,enclosure upgrade
35-337,John Steuart Curry,"Stallion and Jack, 1930",Watercolor and opaque watercolor,"Drawing, water sensitive",Unframed: 14 7/8 x 22 1/8 in. (37.7698 x 56.2102 cm),Examination,1/21/1988,(not entered),"Condition:  Frame: no reverse dust seal - held together with plates  Mat/Mount: old formecor backing rag mats  Object: sl gend discoloration; heavy band at R mod window burn num smudges, accretions old lge crease UR mod cockling - B edge appears to be ""rolling"" out of window mat  Recommended Treatment: clean wash flatten major completed ms  Care and Maintenance:   Curatorial Priority:",4-Periodic monitoring needed,,wash,wash
35-337,John Steuart Curry,"Stallion and Jack, 1930",Watercolor and opaque watercolor,"Drawing, water sensitive",Unframed: 14 7/8 x 22 1/8 in. (37.7698 x 56.2102 cm),Examination,6/21/1991,Current Condition,,,,none,none
35-494/1,Antoine Aveline,"Veue et perspective de la Salle des Antiques à Versailles, n.d.",Etching with hand coloring,Ink print,"Plate: 8 1/8 x 12 5/16 in. (20.6375 x 31.2738 cm)
Sheet: 8 1/4 x 12 7/16 in. (20.955 x 31.5912 cm)",Examination,10/27/1987,(not entered),"Condition:  Frame:   Mat/Mount: 4 ply rag good glassine T mounted to lighitied board  Object: mod discoloration scattered brown stains mod soiling sm tears all edges sky, trees, water overpainted w/opaque gouache  Recommended Treatment: remove mount clean reduce overpaint wash  Care and Maintenance:   Curatorial Priority:",3-Treatment as necessary,,remove mount clean reduce overpaint,attachment removal
35-494/1,Antoine Aveline,"Veue et perspective de la Salle des Antiques à Versailles, n.d.",Etching with hand coloring,Ink print,"Plate: 8 1/8 x 12 5/16 in. (20.6375 x 31.2738 cm)
Sheet: 8 1/4 x 12 7/16 in. (20.955 x 31.5912 cm)",Examination,1/24/1989,Current Condition,,,,none,none
35-494/2,Adam Perelle,"Le Bassin d'Encelade, Versailles, Late 17th century",Etching with hand coloring,Ink print,"Image: 8 x 11 7/16 in. (20.32 x 29.0513 cm)
Sheet: 8 9/16 x 11 15/16 in. (21.7488 x 30.3212 cm)",Examination,10/27/1987,(not entered),"Condition:  Frame:   Mat/Mount: 4 ply rag good glassine  Object: mod gen discoloration sl-mod soil, accretions sky and fountain grossly overpainted w/opaque gouache - flaking  Recommended Treatment: mechanically remove most gouache wash  Care and Maintenance:   Curatorial Priority:",3-Treatment as necessary,,mechanically remove gouache wash,inpaint
35-494/2,Adam Perelle,"Le Bassin d'Encelade, Versailles, Late 17th century",Etching with hand coloring,Ink print,"Image: 8 x 11 7/16 in. (20.32 x 29.0513 cm)
Sheet: 8 9/16 x 11 15/16 in. (21.7488 x 30.3212 cm)",Examination,1/25/1989,Current Condition,,,,none,none
35-494/3,Adam Perelle,"The Château of Ancy-le-Franc, n.d.",Etching with hand coloring,Ink print,Image: 7 7/16 x 10 3/4 in. (18.8913 x 27.305 cm),Examination,10/27/1987,(not entered),Condition:  Frame:   Mat/Mount: 4 ply rag good glassine T mounted to ligh. board  Object: sl-mod discoloration few spots mod foxing sky ove3rpainted opaque gouache  Recommended Treatment: remove mount reduce gouache wash  Care and Maintenance:   Curatorial Priority:,3-Treatment as necessary,,remove mount reduce overpaint,backing removal
35-495,T. Loveday,"View of St. James Park, 1600-1600",Etching with hand coloring,Ink print,"Plate: 6 11/16 x 11 1/2 in. (16.9926 x 29.21 cm)
Sheet: 7 11/16 x 12 3/16 in. (19.5326 x 30.9626 cm)",Examination,10/27/1987,(not entered),"Condition:  Frame:   Mat/Mount: 4 ply rag good glassine  Object: corner mtcd to rag paper both papers severely discolored and brittle num. edge breaks, all 4 corners lost (print) mod soil, num accretions  Recommended Treatment: clean unmount wash overall back  Care and Maintenance:   Curatorial Priority:",3-Treatment as necessary,,remove mount wash,backing removal
36-1,"Jean-Michel Moreau le Jeune, J. B. Simonet","Le Vrai Bonheur, 1782",Engraving,Ink print,Image: 10 7/8 x 8 7/8 in. (27.6225 x 22.5425 cm),Examination,9/29/1987,(not entered),"Condition:  Frame:   Mat/Mount: 4 ply rag good glassine  Object: mod gen discoloration, edges darker large water stain UR severe foxing thruout numerous old stains on R mod soiling severe plate distortion  Recommended Treatment: remove strips, labels clean wash (bleach)  Care and Maintenance:   Curatorial Priority:",3-Treatment as necessary,,remove patches wash bleach,wash & mend/insert
36-2,"Charles-Melchior Descourtis, Nicolas-Antoine Taunay","Village Fair, 1788",Color engraving with etching,Ink print,"Image: 15 5/16 x 11 1/4 in. (38.8874 x 28.575 cm)
Mat: 21 1/4 x 16 in. (53.975 x 40.64 cm)",Examination,10/27/1987,(not entered),Condition:  Frame:   Mat/Mount: 2 ply rag good glassine  Object: mod discoloration mod light burn foxing thruout brown stains L & T margins water stain LR dk ps stains UL & UR  Recommended Treatment: reduce ps stains clean wash  Care and Maintenance:   Curatorial Priority:,2-Treatment recommended,,reduce stain wash,wash
36-2,"Charles-Melchior Descourtis, Nicolas-Antoine Taunay","Village Fair, 1788",Color engraving with etching,Ink print,"Image: 15 5/16 x 11 1/4 in. (38.8874 x 28.575 cm)
Mat: 21 1/4 x 16 in. (53.975 x 40.64 cm)",Examination,8/29/1991,(not entered),Condition:  Frame:   Mat/Mount: 4 ply rag  Object: moderate brown mottling in top edge slight soil  Recommended Treatment:   Care and Maintenance:   Curatorial Priority:,,,,none
36-3,"Charles-Melchior Descourtis, Nicolas-Antoine Taunay","Village Wedding, 1785",Color engraving with etching,Ink print,"Image: 15 3/16 x 11 in. (38.5826 x 27.94 cm)
Mat: 21 1/4 x 16 in. (53.975 x 40.64 cm)",Examination,10/27/1987,(not entered),"Condition:  Frame:   Mat/Mount: 2 ply rag good glassine  Object: sl-mod discoloration sl-mod light burn sm, heavy foxing mod soil, accretions dark ps stains UL, UR  Recommended Treatment: reduce PS residue / stain clean wash  Care and Maintenance:   Curatorial Priority:",2-Treatment recommended,,reduce stain wash,wash
36-3,"Charles-Melchior Descourtis, Nicolas-Antoine Taunay","Village Wedding, 1785",Color engraving with etching,Ink print,"Image: 15 3/16 x 11 in. (38.5826 x 27.94 cm)
Mat: 21 1/4 x 16 in. (53.975 x 40.64 cm)",Examination,8/29/1991,(not entered),"Condition:  Frame:   Mat/Mount: 4 ply rag Jap paper hinges  Object: mild foxing in margins small edge loss, right, lower center broken platemarkw, mended on verso w/strips of paper brown stains, upper corners slight soil  Recommended Treatment: none  Care and Maintenance:   Curatorial Priority:",,,none,none
